title,funders
Verification of statistical oncological endpoints on encrypted data: Confirming the feasibility of real-world data sharing without the need to reveal protected patient information.,None
Research Stakeholders' Views on Benefits and Challenges for Public Health Research Data Sharing in Kenya: The Importance of Trust and Social Relations.,Wellcome Trust| Wellcome Trust
Spatial data sharing implementation in Malaysia’s marine organisations: a case study,"Ministry of Higher Education, Malaysia"
P-RECS@HPDC - Beyond Open Data: A Model for Linking Digital Artifacts to Enable Reproducibility of Scientific Claims,National Science Foundation
ISCB’s Initial Reaction to The New England Journal of Medicine Editorial on Data Sharing,NEI NIH HHS
XSEDE - SeedMe: A scientific data sharing and collaboration platform,National Science Foundation
Energy-Efficient Transmission With Data Sharing in Participatory Sensing Systems,"National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Jiangsu Provincial Natural Science Foundation of China| Jiangsu Provincial Natural Science Foundation of China| Jiangsu Provincial Key Laboratory of Network and Information Security| China Specialized Research Fund for the Doctoral Program of Higher Education| Key Laboratory of Computer Network and Information Integration of the Ministry of Education of China| Collaborative Innovation Center of Wireless Communications Technology, Hong Kong Research Grant Council| NSFC–Guangdong Joint Fund| Research Grants Council of the Hong Kong Special Administrative Region, China"
"Efficient, Revocable and Privacy-preserving Fine-grained Data Sharing with Keyword Search for the Cloud-assisted Medical IoT System.",National Key Research and Development Program of China| National Natural Science Foundation of China
PrivacyStreams: Enabling Transparency in Personal Data Processing for Mobile Apps,National Natural Science Foundation of China| China Scholarship Council| National Science Foundation| Air Force Research Laboratory
Conference on Designing Interactive Systems - Data Dashboard: Exploring Centralization and Customization in Personal Data Curation,Natural Sciences and Engineering Research Council of Canada
Factors related to public health data sharing between local and state health departments.,PHS HHS
Analytical Modeling the Multi-Core Shared Cache Behavior With Considerations of Data-Sharing and Coherence,National Natural Science Foundation of China| Provincial Natural Science Foundation of Jiangsu Province
Nobody puts data in a corner? Why a new approach to categorising personal data is required for the obligation to inform,"Research Councils UK Digital Economy Programme, Web Science Doctoral Training Centre, University of Southampton"
AMIA - OpenHealth Platform for Interactive Contextualization of Population Health Open Data.,NLM NIH HHS| NLM NIH HHS| NCI NIH HHS
"Biobanks, Data Sharing, and the Drive for a Global Privacy Governance Framework:",Wellcome Trust| NHGRI NIH HHS| NHGRI NIH HHS
Container Port Performance Measurement and Comparison Leveraging Ship GPS Traces and Maritime Open Data,National 973 Program| Program for New Century Excellent Talents in University| Zhejiang Provincial Natural Science Foundation of China
Human Resource Development in Geospatial Data Modeling and Services for Better Realization of National Spatial Data Infrastructure,"Indian Institute of Technology, Bombay"
A Provably Secure Lightweight Subtree-Based Short Signature Scheme With Fuzzy User Data Sharing for Human-Centered IoT,"Deanship of Scientific Research, King Saud University for funding through Vice Deanship of Scientific Research Chairs"
Data Sharing Statements for Clinical Trials: A Requirement of the International Committee of Medical Journal Editors.,World Health Organization
Oversight of Genomic Data Sharing: What Roles for Ethics and Data Access Committees?,Medical Research Council| Medical Research Council
International data-sharing norms: from the OECD to the General Data Protection Regulation (GDPR).,Wyng Foundation of Hong Kong
A simple tool for neuroimaging data sharing.,NIMH NIH HHS
FACETS: using open data to measure community social determinants of health.,NCATS NIH HHS
"Implementation of a training program to increase knowledge, improve attitudes and reduce nursing care omissions towards patients with dementia in hospital settings: a mixed-method study protocol.",A.G. Leventis Foundation
"When open data and data activism meet: An analysis of civic participation in Cape Town, South Africa",University of Washington Office of International Affairs| South African National Research Foundation
Spatial data fusion in Spatial Data Infrastructures using Linked Data,Seventh Framework Programme
Protocol for a mixed-method systematic review on challenges perceived by final-year undergraduate nursing students in a clinical learning environment.,Universiti Kebangsaan Malaysia
A Secure and Efficient Data Sharing and Searching Scheme in Wireless Sensor Networks.,"National Nature Science Foundation of China under Grant| Open Project of the State Key Laboratory of Information Security, Institute of Information 402 Engineering, Chinese Academy of Sciences"
"Trust, vulnerable populations, and genetic data sharing.",NHGRI NIH HHS
Technical and policy approaches to balancing patient privacy and data sharing in clinical and translational research.,NLM NIH HHS| NHGRI NIH HHS| NHGRI NIH HHS| NLM NIH HHS| NCRR NIH HHS| NHGRI NIH HHS| NCRR NIH HHS| NCRR NIH HHS| NIAID NIH HHS
CSCW Companion - Developing Notations for Data Infrastructuring in Participatory Design,Innovation Fund Denmark| Industriens Uddannelses- og Samarbejdsfond
Beyond Our Borders? Public Resistance to Global Genomic Data Sharing.,NHGRI NIH HHS| NHGRI NIH HHS
Online Pricing with Reserve Price Constraint for Personal Data Markets,Alibaba Innovation Research AIR Program| China NSF| China NSF| China NSF| China NSF| Open Project Program of the State Key Laboratory of Mathematical Engineering and Advanced Computing| Joint Scientific Research Foundation of the State Education Ministry| Science and Technology Innovation 2030 - New Generation Artificial Intelligence
"Researcher Knowledge, Attitudes, and Communication Practices for Genomic Data Sharing.",Utah Genome Project| university of utah
‘You must not know about me’—On the willingness to share personal data,Thurgau Institute of Economics| LMU Munich| FAU Erlangen-Nuremberg
Data warehousing for Open Data sharing and decision support in agriculture: a case study of the VDSA Knowledge Bank and its development process,Bill and Melinda Gates Foundation
A Lightweight Secure Data Sharing Scheme for Mobile Cloud Computing,National Key Research and Development Program of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| National Natural Science Foundation of China| Innovation Fund of Huazhong University of Science and Technology| Innovation Fund of Huazhong University of Science and Technology| Science and Technology Support Program of Hubei Province| Science and Technology Support Program of Hubei Province| Science and Technology Program of Guangdong Province| Youth Talent Project of Science and Technology Research Program of Hubei Provincial Education Department
