title,year published,funders
Data Ethics Decision Aid (DEDA): a dialogical framework for ethical inquiry of AI and data projects in the Netherlands,2021,Projekt DEAL
The effect of ad integration and interactivity on young teenagers’ memory  brand attitude and personal data sharing,2019,Agentschap Innoveren en Ondernemen
Assessment and benchmarking of spatially enabled RDF stores for the next generation of spatial data infrastructure,2019,Lunds Universitet| China Scholarship Council
Data sharing and the evolving role of statisticians.,2016,Medical Research Council
Clustering-based privacy preserving anonymity approach for table data sharing,2019,Guidelines for the Application of Big Data in Housing&Urban-Rural Development areas
Community Safety Well-Being and Touristic Spots: A Model Proposal to Correlate Safe Places and Touristic Spots Based in Open Data,2020,Nova
SIGMOD Conference - Querying Shared Data with Security Heterogeneity,2020,EPSRC| Royal Society Wolfson Research Merit Award| ERC
Secure Data Deduplication And Sharing Method Based On UMLE And CP-ABE,2021,National key research and development plan of China
Effects of high-load and low-load resistance training in patients with coronary artery disease: rationale and design of a randomised controlled clinical trial.,2021,Javna Agencija za Raziskovalno Dejavnost RS
Large-scale regulatory and signaling network assembly through linked open data,2021,SyMeTRIC Connect Talent project| National Research Agency
FinBIF: An all-embracing  integrated  cross-sectoral biodiversity data infrastructure,2019,Suomen Akatemia
Data Publications Correlate with Citation Impact.,2016,Seventh Framework Programme| Instituo Cajal
Blood  Sweat  and Tears: Navigating Creepy versus Cool in Wearable Biotech,2018,City University of New York
The EBI RDF Platform: Linked Open Data for the Life Sciences,2014,Biotechnology and Biological Sciences Research Council| NHGRI NIH HHS
A Mixed-Methods Investigation into Barriers for Sharing Geospatial and Resilience Flood Data in the UK,2021,Flood Re
Badges for sharing data and code at Biostatistics: an observational study.,2018,Queensland University of Technology
Digital Watermarking for Anonymized Data With Low Information Loss,2021,"National Institute of Information and Communications Technology (NICT), Japan"
Physical unclonable functions based secret keys scheme for securing big data infrastructure communication,2019,National Natural Science Foundation of China| Central Universities
Open PFLOW: Creation and evaluation of an open dataset for typical people mass movement in urban areas,2017,Japan Society for the Promotion of Science (JSPS)
A Secure Content Sharing Scheme Based on Blockchain in Vehicular Named Data Networks,2020,Xi&#x2019;an Key Laboratory of Mobile Edge Computing and Security| National Natural Science Foundation of China| Xidian University| Key Research and Development Plan of Shaanxi Province| National Basic Research Program of China (973 Program)| Key Laboratory of Embedded System and Service Computing
Regional development potentials of Industry 4.0: Open data indicators of the Industry 4.0+ model.,2021,"Nemzeti Kutatási, Fejlesztési és Innovaciós Alap| European Social Fund"
A continuous reverse skyline query processing scheme for multimedia data sharing in mobile environments,2017,"Ministry of Science, ICT and Future Planning"
CHIIR - Challenges and Supports for Accessing Open Government Datasets: Data Guide for Better Open Data Access and Uses,2019,Ministry of Science and Technology Taiwan
On the regulation of personal data distribution in online advertising platforms,2019,"MINECO, Spain| Escuela Politécnica Nacional, Ecuador| European Commission| Spanish Ministry of Economy and Competitiveness (MINECO), Spain"
Examining data protection enforcement actions through qualitative interviews and data exploration,2018,"University College, University of Oxford"
Comparison of a progestin-primed ovarian stimulation protocol with a flexible GnRH antagonist protocol in patients with polycystic ovary syndrome who are participating in an IVF programme: study protocol for a randomised controlled trial.,2020,shanghai ninth people's hospital affiliated to jiaotong University school of medicine
Analyzing large Alzheimer's disease cognitive datasets: Considerations and challenges.,2020,Medical Research Council
A visualization and data-sharing tool for ecosystem service maps: Lessons learnt  challenges and the way forward,2015,European Union under the 10th EDF for the BIOPAMA (Biodiversity and Protected Areas Management)
"Towards a Topological Re-Assemblage of Education Policy? Observing the Implementation of Performance Data Infrastructures and ""Centers of Calculation"" in Germany.",2017,Deutsche Forschungsgemeinschaft| VolkswagenStiftung
Asylum seekers' and Refugees' Changing Health (ARCH) study protocol: an observational study in Lebanon and Denmark to assess health implications of long-distance migration on communicable and non-communicable diseases and mental health.,2020,The A.P. Møller Foundation| The Danish Institute in Damascus
Privacy Analysis on Microblogging Online Social Networks: A Survey,2019,"FEDER, and the Erasmus+ Program| Spanish Ministry of Economy and Competitiveness"
Data Governance in the Dairy Industry.,2021,Food and Agriculture Cyberinformatics and Tools from the USDA National Institute of Food and Agriculture.
Open Government Data in Russia,2020,University of Helsinki
The landscape of archived studies in a social science data infrastructure: Investigating the ICPSR metadata records,2019,Ministry of Science and Technology
Reviewing innovative Earth observation solutions for filling science-policy gaps in hydrology,2014,GeoWOW| European Commission ‘‘Seventh Framework Program’| ACQWA
An ORAM-based privacy preserving data sharing scheme for cloud storage,2018,National Natural Science of China
myChEMBL: a virtual machine implementation of open data and cheminformatics tools,2013,Wellcome Trust
Efforts to retrieve individual participant data sets for use in a meta-analysis result in moderate data sharing but many data sets remain missing.,2017,Center for Effective Global Action (CEGA)’s Berkeley Initiative for Transparency in Social Sciences (BITSS)
BDSS-FA: A Blockchain-Based Data Security Sharing Platform With Fine-Grained Access Control,2020,National Natural Science Foundation of China| Innovation Project of GUET Graduate Education| Guangxi Collaborative Innovation Center of Cloud Computing and Big Data Found| Young and Middle-Aged Backbone Teacher of Guangxi Colleges and Universities Found| Guangxi Innovation-Driven Development Project| Guangxi Key Laboratory of Cryptography and Information Security Found| CETC Key Laboratory of Aerospace Information Applications Found| Innovation Research Team of Guangxi Natural Science Foundation
Understanding the actual use of open data: Levels of engagement and how they are related,2021,University at Albany| State University of New York
Open Data Interface (ODI) for Secondary School Education,2021,Aalborg Universitet
Randomized deduplication with ownership management and data sharing in cloud storage,2020,Scientific Research Plan Project of Education Department| National Natural Science Foundation of China| Fundamental Research Funds for the Central Universities
Implementation evaluation of multiple complex early years interventions: an evaluation framework and study protocol.,2019,Big Lottery Fund
Model Driven Development Applied to Complex Event Processing for Near Real-Time Open Data.,2018,"Consejería de Economía e Infraestructuras, Junta de Extremadura| Ministerio de Economía y Competitividad| European Regional Development Fund"
Including Digital Sequence Data in the Nagoya Protocol Can Promote Data Sharing,2020,Wellcome Trust
Real-time Epidemic Forecasting: Challenges and Opportunities,2019,Medical Research Council
Transmission of paediatric respiratory syncytial virus and influenza in the wake of the COVID-19 pandemic.,2021,Wellcome Trust
Predicting the risk of asthma attacks in children  adolescents and adults: protocol for a machine learning algorithm derived from a primary care-based retrospective cohort.,2020,Medical Research Council
The Brazilian Initiative on Precision Medicine (BIPMed): fostering genomic data-sharing of underrepresented populations.,2020,Fundação de Amparo à Pesquisa do Estado de São Paulo (São Paulo Research Foundation)| Governo Brasil (Brazilian Government)
