title,year published,funders
Exploring the predictors and the role of trust and concern in the context of data disclosure to governmental institutions,2016,Fundação para a Ciência e a Tecnologia FCT| Project Protecting privacy and personal data in a post-Charter Europe – PROTECT
Secure and Privacy-Preserving Body Sensor Data Collection and Query Scheme.,2016,National Natural Science Foundation of China
Open Data to Support Agricultural Diversification (version October 2020).,2021,Horizon 2020
Lecture No. 5Impact of Human Genome Research: 'Policy and Ethics'-its meaning in data sharing.,2021,Union for International Cancer Control Asia Regional Office
Independent prescribing by advanced physiotherapists for patients with low back pain in primary care: protocol for a feasibility trial with an embedded qualitative component.,2019,Health Education England| Private Physiotherapy Education Fund
High resolution middle eastern soil attributes mapping via open data and cloud computing,2021,Deutsche Forschungsgemeinschaft| Alexander von Humboldt-Stiftung| National Key Research and Development Program of China| Fundação de Amparo à Pesquisa do Estado de São Paulo
Clinical application of genomic high-throughput data: Infrastructural  ethical  legal and psychosocial aspects.,2019,DZHK| BMBF| myPathSem
Does Parametric fMRI Analysis with SPM Yield Valid Results? - An Empirical Study of 1484 Rest Datasets,2012,Neuroeconomic research group at Linköping University| Linnaeus Center CADICS| Swedish Research Council
Linguistic techniques for cryptographic data sharing algorithms,2017,Narodowym Centrum Nauki
Keeping data alive: talking DTC genetic testing,2016,Digital Health Revolution – consortium
Healthier Life with Digital Companions: Effects of Reflection-Level and Statement-Type of Messages on Behavior Change via a Perceived Companion,2019,"Ministry of Science and ICT, Korea Government"
SA-EAST: Security-Aware Efficient Data Transmission for ITS in Mobile Heterogeneous Cloud Computing,2017,National Science Foundation
Harmonizing Disparate Data across Time and Place: The Integrated Spatio-Temporal Aggregate Data Series.,2011,NICHD NIH HHS
An Expressive Fully Policy-Hidden Ciphertext Policy Attribute-Based Encryption Scheme with Credible Verification Based on Blockchain,2021,Natural Science Foundation of Beijing Municipality
Personal Information Classification on Aggregated Android Application’s Permissions,2019,Institute for Information and Communications Technology Promotion
Toward trusted open data and services,2018,COMET - Competence Centers for Excellent Technol| Österreichische Forschungsförderungsgesellschaft
Volatile Memories: Personal Data and Post Human Subjectivity in The Aspern Papers  Analogue: A Hate Story and Tacoma:,2019,FP7 Ideas: European Research Council
Proxy re‐encryption with equality test for secure data sharing in Internet of Things‐based healthcare systems,2020,National Natural Science Foundation of China
Key-aggregate authentication cryptosystem for data sharing in dynamic cloud storage,2018,Fundamental Research Funds for the Central Universities| National Natural Science Foundation of China
WI - Towards automatic learning content sequence via linked open data,2017,"Departamento Administrativo de Ciencia, Tecnología e Innovación"
Secure data sharing scheme for VANETs based on edge computing,2019,National Natural Science Foundation of China
Open data innovation: Visualizations and process redesign as a way to bridge the transparency-accountability gap,2021,U.S. Department of Health and Human Services
The “inconvenient truth” about AI in healthcare,2019,NEI NIH HHS| NIBIB NIH HHS| NIDCR NIH HHS
Novel Data Sharing Agreement to Accelerate Big Data Translational Research Projects in the One Health Sphere.,2019,Civic Council of Greater Kansas City| BioNexus KC
Toward Secure Blockchain-Enabled Internet of Vehicles: Optimizing Consensus Management Using Reputation and Contract Theory,2019,Korean Government| National Research Foundation of Korea| MOE Tier 2| EMA Energy Resilience| Singapore MOE Tier 1
A secure cloud-assisted urban data sharing framework for ubiquitous-cities,2017,PAPD fund| CICAEET fund| 2015 Project of six personnel in Jiangsu Province| National Science Foundation of China| State Key Laboratory of Information Security
Identifying Data Sharing and Reuse with Scholix: Potentials and Limitations.,2020,University of Bath
Optimization Model of Traffic Sensor Layout considering Traffic Big Data,2020,Ministry of Education of the People's Republic of China
Civic open data at a crossroads: Dominant models and current challenges,2015,Social Sciences and Humanities Research Council of Canada
Protocol for a quasi-experimental study to assess the feasibility  acceptability and costs of multiple first-lines artemisinin-based combination therapies for uncomplicated malaria in the Kaya health district  Burkina Faso.,2021,Medecine for Malaria Venture
IEEE BigData - Discovering Entity Profiles Candidate for Entity Resolution on Linked Open Data Halal Food Products,2020,Institut Teknologi Sepuluh Nopember
Data Sharing Statements for Clinical Trials - A Requirement of the International Committee of Medical Journal Editors.,2017,World Health Organization
Achieving Searchable and Privacy-Preserving Data Sharing for Cloud-Assisted E-Healthcare System,2019,Beijing Institute of Technology| National Natural Science Foundation of China
Crowdsourcing Subjective Perceptions of Neighbourhood Disorder: Interpreting Bias in Open Data,2017,Engineering and Physical Sciences
SBOLExplorer: Data Infrastructure and Data Mining for Genetic Design Repositories,2019,Division of Biological Infrastructure| Division of Computing and Communication Foundations| Defense Advanced Research Projects Agency
Best Practices for Ethical Sharing of Individual-Level Health Research Data From Low- and Middle-Income Settings.,2015,Medical Research Council| Wellcome Trust
Linked Entity Attribute Pair (LEAP): A Harmonization Framework for Data Pooling.,2020,NCI NIH HHS
Comparative accessibility of Chinese airports and high-speed railway stations: A high-resolution  yet scalable framework based on open data,2021,National Natural Science Foundation of China
Public Trust in Health Information Sharing: A Measure of System Trust,2017,NICHD NIH HHS
Providing land value information from geographic data infrastructure by using fuzzy logic analysis approach,2018,Scientific and Technological Research Council of Turkey
Criminal Prohibition of Wrongful Re‑identification: Legal Solution or Minefield for Big Data?,2017,University of Edinburgh
Delayed Onset of Plasmodium falciparum Malaria after Doxycycline Prophylaxis in a Soldier Returning from the Central African Republic,2016,Institut de Veille Sanitaire
SNP-HLA Reference Consortium (SHLARC): HLA and SNP data sharing for promoting MHC-centric analyses in genomics.,2020,H2020 Marie Sklodowska-Curie Actions
Leveraging Technology: How Black Girls Enact Critical Digital Literacies for Social Change.,2020,National Science Foundation
Precompetitive Data Sharing as a Catalyst to Address Unmet Needs in Parkinson’s Disease,2015,NINDS NIH HHS| Parkinson's UK| NIBIB NIH HHS
Meeting on data sharing for Duchenne 21-22 March 2019 Amsterdam  the Netherlands.,2019,Duchenne Parent Project| European Commission| Horizon 2020
Broad data sharing in genetic research: views of institutional review board professionals.,2011,NHGRI NIH HHS
COVID-19 in people with multiple sclerosis: A global data sharing initiative.,2020,multiple sclerosis international federation| European Charcot Foundation| Multiple Sclerosis Data Alliance
A cluster randomised controlled trial of advice  exercise or multifactorial assessment to prevent falls and fractures in community-dwelling older adults: protocol for the prevention of falls injury trial (PreFIT),2016,Department of Health
Sharing biodiversity data: citizen scientists’ concerns and motivations.,2017,NLBIF
Acupuncture for patients with cancer-induced xerostomia: a systematic review protocol,2019,Imaging omics research on mechanism of differential acupuncture efficacy in chronic migraine of suitable population based on brain-bowel axis| Research on central regulation mechanism of acupuncture treatment of chronic pain
Sharing of clinical trial data among trialists: a cross sectional survey.,2012,NHLBI NIH HHS| NIA NIH HHS
Anonymous and Traceable Authentication for Securing Data Sharing in Parking Edge Computing,2021,National Natural Science Foundation of China
